region,sector,Year,co2.emiss,scenario
NX,resid_urban hot water_cooking,2045,0.088887236,GCAM-China-ref
QH,resid_urban hot water_cooking,2045,0.231576669,GCAM-China-ref
SC,resid_urban hot water_cooking,2045,2.59098363,GCAM-China-ref
SD,resid_urban hot water_cooking,2045,3.681527055,GCAM-China-ref
SH,resid_urban hot water_cooking,2045,1.59888307,GCAM-China-ref
SN,resid_urban hot water_cooking,2045,2.124778581,GCAM-China-ref
SX,resid_urban hot water_cooking,2045,1.450694504,GCAM-China-ref
TJ,resid_urban hot water_cooking,2045,1.545060883,GCAM-China-ref
XJ,resid_urban hot water_cooking,2045,0.933674978,GCAM-China-ref
XZ,resid_urban hot water_cooking,2045,0.490969858,GCAM-China-ref
YN,resid_urban hot water_cooking,2045,0.733311507,GCAM-China-ref
ZJ,resid_urban hot water_cooking,2045,1.589744481,GCAM-China-ref
AH,subpeak generation,2045,0.705396716,GCAM-China-ref
BJ,subpeak generation,2045,0.278096113,GCAM-China-ref
CQ,subpeak generation,2045,0.385188623,GCAM-China-ref
FJ,subpeak generation,2045,0.539287478,GCAM-China-ref
GD,subpeak generation,2045,2.319253979,GCAM-China-ref
GS,subpeak generation,2045,0.379145319,GCAM-China-ref
GX,subpeak generation,2045,0.428109588,GCAM-China-ref
GZ,subpeak generation,2045,0.755892015,GCAM-China-ref
HA,subpeak generation,2045,2.107767792,GCAM-China-ref
HB,subpeak generation,2045,0.881450533,GCAM-China-ref
HE,subpeak generation,2045,0.682271556,GCAM-China-ref
HI,subpeak generation,2045,0.180849408,GCAM-China-ref
HL,subpeak generation,2045,0.377773155,GCAM-China-ref
HN,subpeak generation,2045,0.624770966,GCAM-China-ref
JL,subpeak generation,2045,0.304302219,GCAM-China-ref
JS,subpeak generation,2045,1.621165234,GCAM-China-ref
JX,subpeak generation,2045,0.676706411,GCAM-China-ref
LN,subpeak generation,2045,0.600074966,GCAM-China-ref
NM,subpeak generation,2045,0.93161457,GCAM-China-ref
NX,subpeak generation,2045,0.451450385,GCAM-China-ref
QH,subpeak generation,2045,0.061915811,GCAM-China-ref
SC,subpeak generation,2045,0.384138764,GCAM-China-ref
SD,subpeak generation,2045,1.438974492,GCAM-China-ref
SH,subpeak generation,2045,0.370963027,GCAM-China-ref
SN,subpeak generation,2045,0.573766086,GCAM-China-ref
SX,subpeak generation,2045,0.684612658,GCAM-China-ref
TJ,subpeak generation,2045,0.226205661,GCAM-China-ref
XJ,subpeak generation,2045,1.111867995,GCAM-China-ref
XZ,subpeak generation,2045,0,GCAM-China-ref
YN,subpeak generation,2045,0.196785661,GCAM-China-ref
ZJ,subpeak generation,2045,0.970850345,GCAM-China-ref
AH,trn_aviation_intl,2045,0.098361175,GCAM-China-ref
BJ,trn_aviation_intl,2045,3.892362097,GCAM-China-ref
CQ,trn_aviation_intl,2045,0.473528816,GCAM-China-ref
FJ,trn_aviation_intl,2045,0.803226037,GCAM-China-ref
GD,trn_aviation_intl,2045,2.429105111,GCAM-China-ref
GS,trn_aviation_intl,2045,0.056301183,GCAM-China-ref
GX,trn_aviation_intl,2045,0.832324439,GCAM-China-ref
GZ,trn_aviation_intl,2045,0.303648196,GCAM-China-ref
HA,trn_aviation_intl,2045,0.431235451,GCAM-China-ref
HB,trn_aviation_intl,2045,0.278854255,GCAM-China-ref
HE,trn_aviation_intl,2045,0.134210224,GCAM-China-ref
HI,trn_aviation_intl,2045,0.867405146,GCAM-China-ref
HL,trn_aviation_intl,2045,0.591197976,GCAM-China-ref
HN,trn_aviation_intl,2045,0.375682002,GCAM-China-ref
JL,trn_aviation_intl,2045,0.001809739,GCAM-China-ref
JS,trn_aviation_intl,2045,0.551336199,GCAM-China-ref
JX,trn_aviation_intl,2045,0.014715179,GCAM-China-ref
LN,trn_aviation_intl,2045,0.163703948,GCAM-China-ref
NM,trn_aviation_intl,2045,0,GCAM-China-ref
NX,trn_aviation_intl,2045,0,GCAM-China-ref
QH,trn_aviation_intl,2045,0,GCAM-China-ref
SC,trn_aviation_intl,2045,1.74799668,GCAM-China-ref
SD,trn_aviation_intl,2045,0.027380954,GCAM-China-ref
SH,trn_aviation_intl,2045,3.114003122,GCAM-China-ref
SN,trn_aviation_intl,2045,0.298571709,GCAM-China-ref
SX,trn_aviation_intl,2045,0.211933143,GCAM-China-ref
TJ,trn_aviation_intl,2045,0.578773579,GCAM-China-ref
XJ,trn_aviation_intl,2045,0.257490896,GCAM-China-ref
YN,trn_aviation_intl,2045,0.795780217,GCAM-China-ref
ZJ,trn_aviation_intl,2045,0.845530577,GCAM-China-ref
AH,trn_freight,2045,0.746894648,GCAM-China-ref
BJ,trn_freight,2045,0.355793195,GCAM-China-ref
CQ,trn_freight,2045,0.671780148,GCAM-China-ref
FJ,trn_freight,2045,1.558378652,GCAM-China-ref
GD,trn_freight,2045,4.624520886,GCAM-China-ref
GS,trn_freight,2045,0.533939161,GCAM-China-ref
GX,trn_freight,2045,0.751909786,GCAM-China-ref
GZ,trn_freight,2045,0.467289025,GCAM-China-ref
HA,trn_freight,2045,0.923550978,GCAM-China-ref
HB,trn_freight,2045,2.118195814,GCAM-China-ref
HE,trn_freight,2045,1.06596837,GCAM-China-ref
HI,trn_freight,2045,0.670872111,GCAM-China-ref
HL,trn_freight,2045,0.278637495,GCAM-China-ref
HN,trn_freight,2045,1.613135099,GCAM-China-ref
JL,trn_freight,2045,0.389886678,GCAM-China-ref
JS,trn_freight,2045,2.19407036,GCAM-China-ref
JX,trn_freight,2045,0.583539224,GCAM-China-ref
LN,trn_freight,2045,3.478711247,GCAM-China-ref
NM,trn_freight,2045,0.388685525,GCAM-China-ref
NX,trn_freight,2045,0.157991941,GCAM-China-ref
QH,trn_freight,2045,0.119745204,GCAM-China-ref
SC,trn_freight,2045,0.433941952,GCAM-China-ref
SD,trn_freight,2045,4.641876057,GCAM-China-ref
SH,trn_freight,2045,8.108153955,GCAM-China-ref
SN,trn_freight,2045,0.81625726,GCAM-China-ref
SX,trn_freight,2045,0.759552566,GCAM-China-ref
TJ,trn_freight,2045,1.093778444,GCAM-China-ref
XJ,trn_freight,2045,0.5663563,GCAM-China-ref
XZ,trn_freight,2045,0.498284176,GCAM-China-ref
YN,trn_freight,2045,0.568131497,GCAM-China-ref
ZJ,trn_freight,2045,2.24973367,GCAM-China-ref
AH,trn_freight_road,2045,6.063835168,GCAM-China-ref
BJ,trn_freight_road,2045,1.584789003,GCAM-China-ref
CQ,trn_freight_road,2045,4.190457002,GCAM-China-ref
FJ,trn_freight_road,2045,3.543616421,GCAM-China-ref
GD,trn_freight_road,2045,13.06986215,GCAM-China-ref
GS,trn_freight_road,2045,3.485521172,GCAM-China-ref
GX,trn_freight_road,2045,4.350569788,GCAM-China-ref
GZ,trn_freight_road,2045,3.42358222,GCAM-China-ref
HA,trn_freight_road,2045,5.867262317,GCAM-China-ref
HB,trn_freight_road,2045,4.540225383,GCAM-China-ref
HE,trn_freight_road,2045,5.314905007,GCAM-China-ref
HI,trn_freight_road,2045,0.630216818,GCAM-China-ref
HL,trn_freight_road,2045,2.239037863,GCAM-China-ref
HN,trn_freight_road,2045,5.738071655,GCAM-China-ref
JL,trn_freight_road,2045,2.416203244,GCAM-China-ref
JS,trn_freight_road,2045,5.350838405,GCAM-China-ref
JX,trn_freight_road,2045,4.20683527,GCAM-China-ref
LN,trn_freight_road,2045,6.349226928,GCAM-China-ref
NM,trn_freight_road,2045,2.927625478,GCAM-China-ref
NX,trn_freight_road,2045,1.205983433,GCAM-China-ref
QH,trn_freight_road,2045,0.922641715,GCAM-China-ref
SC,trn_freight_road,2045,2.890764849,GCAM-China-ref
SD,trn_freight_road,2045,9.797774073,GCAM-China-ref
SH,trn_freight_road,2045,2.031292089,GCAM-China-ref
SN,trn_freight_road,2045,4.133466386,GCAM-China-ref
SX,trn_freight_road,2045,4.948835857,GCAM-China-ref
TJ,trn_freight_road,2045,1.466780996,GCAM-China-ref
XJ,trn_freight_road,2045,4.397259874,GCAM-China-ref
XZ,trn_freight_road,2045,5.592635008,GCAM-China-ref
YN,trn_freight_road,2045,6.194499044,GCAM-China-ref
ZJ,trn_freight_road,2045,4.44107689,GCAM-China-ref
AH,trn_pass,2045,0.326878486,GCAM-China-ref
BJ,trn_pass,2045,7.823254178,GCAM-China-ref
CQ,trn_pass,2045,1.164284559,GCAM-China-ref
FJ,trn_pass,2045,1.903042928,GCAM-China-ref
GD,trn_pass,2045,5.78318152,GCAM-China-ref
GS,trn_pass,2045,0.180755734,GCAM-China-ref
GX,trn_pass,2045,2.035136167,GCAM-China-ref
GZ,trn_pass,2045,0.793831816,GCAM-China-ref
HA,trn_pass,2045,1.145030004,GCAM-China-ref
HB,trn_pass,2045,0.735839931,GCAM-China-ref
HE,trn_pass,2045,0.406385815,GCAM-China-ref
HI,trn_pass,2045,1.856426644,GCAM-China-ref
HL,trn_pass,2045,1.423652786,GCAM-China-ref
HN,trn_pass,2045,1.007278387,GCAM-China-ref
JL,trn_pass,2045,0.040288342,GCAM-China-ref
JS,trn_pass,2045,1.325153366,GCAM-China-ref
JX,trn_pass,2045,0.097296636,GCAM-China-ref
LN,trn_pass,2045,0.479028474,GCAM-China-ref
NM,trn_pass,2045,0.047392691,GCAM-China-ref
NX,trn_pass,2045,0.01858544,GCAM-China-ref
QH,trn_pass,2045,0.014519896,GCAM-China-ref
SC,trn_pass,2045,4.275060468,GCAM-China-ref
SD,trn_pass,2045,0.227934207,GCAM-China-ref
SH,trn_pass,2045,6.460496661,GCAM-China-ref
SN,trn_pass,2045,0.768470435,GCAM-China-ref
SX,trn_pass,2045,0.574245824,GCAM-China-ref
TJ,trn_pass,2045,1.296285732,GCAM-China-ref
XJ,trn_pass,2045,0.670561252,GCAM-China-ref
XZ,trn_pass,2045,0.088861544,GCAM-China-ref
YN,trn_pass,2045,2.006349131,GCAM-China-ref
ZJ,trn_pass,2045,2.00311011,GCAM-China-ref
AH,trn_pass_road,2045,1.08401543,GCAM-China-ref
BJ,trn_pass_road,2045,0.383413397,GCAM-China-ref
CQ,trn_pass_road,2045,0.966947534,GCAM-China-ref
FJ,trn_pass_road,2045,0.564497716,GCAM-China-ref
GD,trn_pass_road,2045,2.119309698,GCAM-China-ref
GS,trn_pass_road,2045,0.617899856,GCAM-China-ref
GX,trn_pass_road,2045,0.605017281,GCAM-China-ref
GZ,trn_pass_road,2045,0.512939221,GCAM-China-ref
HA,trn_pass_road,2045,1.111083512,GCAM-China-ref
HB,trn_pass_road,2045,0.954343045,GCAM-China-ref
HE,trn_pass_road,2045,0.982693518,GCAM-China-ref
HI,trn_pass_road,2045,0.102938022,GCAM-China-ref
HL,trn_pass_road,2045,0.319082939,GCAM-China-ref
HN,trn_pass_road,2045,0.922344065,GCAM-China-ref
JL,trn_pass_road,2045,0.350061164,GCAM-China-ref
JS,trn_pass_road,2045,1.100410832,GCAM-China-ref
JX,trn_pass_road,2045,0.569435917,GCAM-China-ref
LN,trn_pass_road,2045,1.014358238,GCAM-China-ref
NM,trn_pass_road,2045,0.642257004,GCAM-China-ref
NX,trn_pass_road,2045,0.343233166,GCAM-China-ref
QH,trn_pass_road,2045,0.191666107,GCAM-China-ref
SC,trn_pass_road,2045,0.685619372,GCAM-China-ref
SD,trn_pass_road,2045,1.585483517,GCAM-China-ref
SH,trn_pass_road,2045,0.337566918,GCAM-China-ref
SN,trn_pass_road,2045,0.662727326,GCAM-China-ref
SX,trn_pass_road,2045,1.078280865,GCAM-China-ref
TJ,trn_pass_road,2045,0.355639171,GCAM-China-ref
XJ,trn_pass_road,2045,1.230436918,GCAM-China-ref
XZ,trn_pass_road,2045,0.812289226,GCAM-China-ref
YN,trn_pass_road,2045,0.822428721,GCAM-China-ref
ZJ,trn_pass_road,2045,0.683620479,GCAM-China-ref
AH,trn_pass_road_LDV,2045,0.104984616,GCAM-China-ref
BJ,trn_pass_road_LDV,2045,0.036385992,GCAM-China-ref
CQ,trn_pass_road_LDV,2045,0.045972774,GCAM-China-ref
FJ,trn_pass_road_LDV,2045,0.156807658,GCAM-China-ref
GD,trn_pass_road_LDV,2045,0.356314467,GCAM-China-ref
GS,trn_pass_road_LDV,2045,0.022525095,GCAM-China-ref
GX,trn_pass_road_LDV,2045,0.085246602,GCAM-China-ref
GZ,trn_pass_road_LDV,2045,0.075437111,GCAM-China-ref
HA,trn_pass_road_LDV,2045,0.212434651,GCAM-China-ref
HB,trn_pass_road_LDV,2045,0.334022931,GCAM-China-ref
HE,trn_pass_road_LDV,2045,0.050244784,GCAM-China-ref
HI,trn_pass_road_LDV,2045,0.009732674,GCAM-China-ref
HL,trn_pass_road_LDV,2045,0.161601623,GCAM-China-ref
HN,trn_pass_road_LDV,2045,0.149808844,GCAM-China-ref
JL,trn_pass_road_LDV,2045,0.025927616,GCAM-China-ref
JS,trn_pass_road_LDV,2045,0.492768676,GCAM-China-ref
JX,trn_pass_road_LDV,2045,0.08868777,GCAM-China-ref
LN,trn_pass_road_LDV,2045,0.220981031,GCAM-China-ref
NM,trn_pass_road_LDV,2045,0.090835324,GCAM-China-ref
NX,trn_pass_road_LDV,2045,0.00360322,GCAM-China-ref
QH,trn_pass_road_LDV,2045,0.005908483,GCAM-China-ref
SC,trn_pass_road_LDV,2045,0.158741702,GCAM-China-ref
SD,trn_pass_road_LDV,2045,0.085435443,GCAM-China-ref
SH,trn_pass_road_LDV,2045,0.114300009,GCAM-China-ref
SN,trn_pass_road_LDV,2045,0.062934071,GCAM-China-ref
SX,trn_pass_road_LDV,2045,0.077676917,GCAM-China-ref
TJ,trn_pass_road_LDV,2045,0.034048899,GCAM-China-ref
XJ,trn_pass_road_LDV,2045,0.084252889,GCAM-China-ref
XZ,trn_pass_road_LDV,2045,0.034268541,GCAM-China-ref
YN,trn_pass_road_LDV,2045,0.117845229,GCAM-China-ref
ZJ,trn_pass_road_LDV,2045,0.373473401,GCAM-China-ref
AH,trn_pass_road_LDV_4W,2045,0.628041577,GCAM-China-ref
BJ,trn_pass_road_LDV_4W,2045,0.166136939,GCAM-China-ref
CQ,trn_pass_road_LDV_4W,2045,0.220815026,GCAM-China-ref
FJ,trn_pass_road_LDV_4W,2045,0.734065392,GCAM-China-ref
GD,trn_pass_road_LDV_4W,2045,1.723236172,GCAM-China-ref
GS,trn_pass_road_LDV_4W,2045,0.167139439,GCAM-China-ref
GX,trn_pass_road_LDV_4W,2045,0.536454505,GCAM-China-ref
GZ,trn_pass_road_LDV_4W,2045,0.541245721,GCAM-China-ref
HA,trn_pass_road_LDV_4W,2045,1.129373586,GCAM-China-ref
HB,trn_pass_road_LDV_4W,2045,1.60002716,GCAM-China-ref
HE,trn_pass_road_LDV_4W,2045,0.334604124,GCAM-China-ref
HI,trn_pass_road_LDV_4W,2045,0.060655524,GCAM-China-ref
HL,trn_pass_road_LDV_4W,2045,0.981398321,GCAM-China-ref
HN,trn_pass_road_LDV_4W,2045,0.791701165,GCAM-China-ref
JL,trn_pass_road_LDV_4W,2045,0.150687207,GCAM-China-ref
JS,trn_pass_road_LDV_4W,2045,2.018092421,GCAM-China-ref
JX,trn_pass_road_LDV_4W,2045,0.501275034,GCAM-China-ref
LN,trn_pass_road_LDV_4W,2045,1.155992578,GCAM-China-ref
NM,trn_pass_road_LDV_4W,2045,0.490686624,GCAM-China-ref
NX,trn_pass_road_LDV_4W,2045,0.023052012,GCAM-China-ref
QH,trn_pass_road_LDV_4W,2045,0.03741292,GCAM-China-ref
SC,trn_pass_road_LDV_4W,2045,0.911467415,GCAM-China-ref
SD,trn_pass_road_LDV_4W,2045,0.478907095,GCAM-China-ref
SH,trn_pass_road_LDV_4W,2045,0.451820506,GCAM-China-ref
SN,trn_pass_road_LDV_4W,2045,0.403536967,GCAM-China-ref
SX,trn_pass_road_LDV_4W,2045,0.561689336,GCAM-China-ref
TJ,trn_pass_road_LDV_4W,2045,0.162721058,GCAM-China-ref
XJ,trn_pass_road_LDV_4W,2045,0.53067104,GCAM-China-ref
XZ,trn_pass_road_LDV_4W,2045,0.253152444,GCAM-China-ref
YN,trn_pass_road_LDV_4W,2045,0.798430272,GCAM-China-ref
ZJ,trn_pass_road_LDV_4W,2045,1.572095244,GCAM-China-ref
AH,trn_shipping_intl,2045,0.069516783,GCAM-China-ref
BJ,trn_shipping_intl,2045,0.034891746,GCAM-China-ref
CQ,trn_shipping_intl,2045,0.213276115,GCAM-China-ref
FJ,trn_shipping_intl,2045,1.235762464,GCAM-China-ref
GD,trn_shipping_intl,2045,3.313418775,GCAM-China-ref
GS,trn_shipping_intl,2045,0,GCAM-China-ref
GX,trn_shipping_intl,2045,0.268400996,GCAM-China-ref
GZ,trn_shipping_intl,2045,0,GCAM-China-ref
HA,trn_shipping_intl,2045,0.064904354,GCAM-China-ref
HB,trn_shipping_intl,2045,1.672071244,GCAM-China-ref
HE,trn_shipping_intl,2045,0.195464239,GCAM-China-ref
HI,trn_shipping_intl,2045,0.673288028,GCAM-China-ref
HL,trn_shipping_intl,2045,0,GCAM-China-ref
HN,trn_shipping_intl,2045,0.943456189,GCAM-China-ref
JL,trn_shipping_intl,2045,0.089098436,GCAM-China-ref
JS,trn_shipping_intl,2045,1.636130608,GCAM-China-ref
JX,trn_shipping_intl,2045,0.07888883,GCAM-China-ref
LN,trn_shipping_intl,2045,3.140178092,GCAM-China-ref
NM,trn_shipping_intl,2045,0.001058628,GCAM-China-ref
NX,trn_shipping_intl,2045,0,GCAM-China-ref
SD,trn_shipping_intl,2045,3.88350386,GCAM-China-ref
SH,trn_shipping_intl,2045,9.256653148,GCAM-China-ref
SN,trn_shipping_intl,2045,0.193010241,GCAM-China-ref
SX,trn_shipping_intl,2045,0,GCAM-China-ref
TJ,trn_shipping_intl,2045,0.952045433,GCAM-China-ref
XJ,trn_shipping_intl,2045,0,GCAM-China-ref
ZJ,trn_shipping_intl,2045,1.816365844,GCAM-China-ref
AH,agricultural energy use,2050,0.453566262,GCAM-China-ref
BJ,agricultural energy use,2050,0.008560469,GCAM-China-ref
CQ,agricultural energy use,2050,0.05213903,GCAM-China-ref
FJ,agricultural energy use,2050,0.09425134,GCAM-China-ref
GD,agricultural energy use,2050,0.181761135,GCAM-China-ref
GS,agricultural energy use,2050,0.113893061,GCAM-China-ref
GX,agricultural energy use,2050,0.381292293,GCAM-China-ref
GZ,agricultural energy use,2050,0.142474445,GCAM-China-ref
HA,agricultural energy use,2050,0.723084289,GCAM-China-ref
HB,agricultural energy use,2050,0.364160144,GCAM-China-ref
HE,agricultural energy use,2050,0.513295266,GCAM-China-ref
HI,agricultural energy use,2050,0.038545687,GCAM-China-ref
HL,agricultural energy use,2050,0.526306263,GCAM-China-ref
HN,agricultural energy use,2050,0.509436698,GCAM-China-ref
JL,agricultural energy use,2050,0.316286754,GCAM-China-ref
JS,agricultural energy use,2050,0.340021488,GCAM-China-ref
JX,agricultural energy use,2050,0.446949462,GCAM-China-ref
LN,agricultural energy use,2050,0.179380204,GCAM-China-ref
NM,agricultural energy use,2050,0.191565635,GCAM-China-ref
NX,agricultural energy use,2050,0.020192382,GCAM-China-ref
QH,agricultural energy use,2050,0.034426986,GCAM-China-ref
SC,agricultural energy use,2050,0.325155838,GCAM-China-ref
SD,agricultural energy use,2050,0.891150785,GCAM-China-ref
SH,agricultural energy use,2050,0.005691948,GCAM-China-ref
SN,agricultural energy use,2050,0.075739299,GCAM-China-ref
SX,agricultural energy use,2050,0.109827215,GCAM-China-ref
TJ,agricultural energy use,2050,0.029843539,GCAM-China-ref
XJ,agricultural energy use,2050,0.16311941,GCAM-China-ref
XZ,agricultural energy use,2050,0.042210001,GCAM-China-ref
YN,agricultural energy use,2050,0.184668016,GCAM-China-ref
ZJ,agricultural energy use,2050,0.113459179,GCAM-China-ref
AH,airCO2,2050,-4.26E-08,GCAM-China-ref
BJ,airCO2,2050,-1.02E-07,GCAM-China-ref
CQ,airCO2,2050,-4.96E-09,GCAM-China-ref
FJ,airCO2,2050,0,GCAM-China-ref
GD,airCO2,2050,0,GCAM-China-ref
GS,airCO2,2050,-6.88E-08,GCAM-China-ref
GX,airCO2,2050,0,GCAM-China-ref
GZ,airCO2,2050,-2.08E-09,GCAM-China-ref
HA,airCO2,2050,-1.93E-08,GCAM-China-ref
HB,airCO2,2050,-1.22E-08,GCAM-China-ref
HE,airCO2,2050,-5.45E-07,GCAM-China-ref
HL,airCO2,2050,-8.81E-08,GCAM-China-ref
HN,airCO2,2050,-6.15E-09,GCAM-China-ref
JL,airCO2,2050,-6.05E-08,GCAM-China-ref
JS,airCO2,2050,-9.52E-08,GCAM-China-ref
JX,airCO2,2050,-1.82E-10,GCAM-China-ref
LN,airCO2,2050,-1.77E-07,GCAM-China-ref
NM,airCO2,2050,-4.46E-07,GCAM-China-ref
NX,airCO2,2050,-8.74E-08,GCAM-China-ref
QH,airCO2,2050,-3.05E-09,GCAM-China-ref
SC,airCO2,2050,-5.09E-09,GCAM-China-ref
SD,airCO2,2050,-8.37E-07,GCAM-China-ref
SH,airCO2,2050,-1.27E-09,GCAM-China-ref
SN,airCO2,2050,-2.11E-07,GCAM-China-ref
SX,airCO2,2050,-9.02E-07,GCAM-China-ref
TJ,airCO2,2050,-1.33E-07,GCAM-China-ref
XJ,airCO2,2050,-7.94E-08,GCAM-China-ref
YN,airCO2,2050,-2.97E-10,GCAM-China-ref
ZJ,airCO2,2050,-2.02E-09,GCAM-China-ref
China,backup_electricity,2050,67.2227,GCAM-China-ref
AH,base load generation,2050,20.37836173,GCAM-China-ref
BJ,base load generation,2050,4.82430416,GCAM-China-ref
CQ,base load generation,2050,6.546977253,GCAM-China-ref
FJ,base load generation,2050,15.12503356,GCAM-China-ref
GD,base load generation,2050,37.00790146,GCAM-China-ref
GS,base load generation,2050,7.412079116,GCAM-China-ref
GX,base load generation,2050,3.889319664,GCAM-China-ref
GZ,base load generation,2050,7.443315419,GCAM-China-ref
HA,base load generation,2050,34.10927452,GCAM-China-ref
HB,base load generation,2050,15.55286105,GCAM-China-ref
HE,base load generation,2050,17.65443183,GCAM-China-ref
HI,base load generation,2050,2.750778824,GCAM-China-ref
HL,base load generation,2050,8.275034755,GCAM-China-ref
HN,base load generation,2050,9.967013866,GCAM-China-ref
JL,base load generation,2050,7.63319983,GCAM-China-ref
JS,base load generation,2050,45.85776531,GCAM-China-ref
JX,base load generation,2050,12.85342983,GCAM-China-ref
LN,base load generation,2050,14.07596941,GCAM-China-ref
NM,base load generation,2050,27.12371303,GCAM-China-ref
NX,base load generation,2050,9.16772884,GCAM-China-ref
QH,base load generation,2050,1.806223333,GCAM-China-ref
SC,base load generation,2050,7.146630237,GCAM-China-ref
SD,base load generation,2050,36.89180748,GCAM-China-ref
SH,base load generation,2050,9.884198691,GCAM-China-ref
SN,base load generation,2050,10.5861952,GCAM-China-ref
SX,base load generation,2050,19.199277,GCAM-China-ref
TJ,base load generation,2050,5.556954515,GCAM-China-ref
XJ,base load generation,2050,20.7894004,GCAM-China-ref
XZ,base load generation,2050,0.00079761,GCAM-China-ref
YN,base load generation,2050,4.368681197,GCAM-China-ref
ZJ,base load generation,2050,29.63860732,GCAM-China-ref
China,biochar,2050,1.4378421,GCAM-China-ref
AH,cement,2050,2.05795325,GCAM-China-ref
BJ,cement,2050,0.187432561,GCAM-China-ref
CQ,cement,2050,1.51244269,GCAM-China-ref
FJ,cement,2050,1.941391967,GCAM-China-ref
GD,cement,2050,3.83123481,GCAM-China-ref
GS,cement,2050,0.87887677,GCAM-China-ref
GX,cement,2050,2.259481513,GCAM-China-ref
GZ,cement,2050,1.76198842,GCAM-China-ref
HA,cement,2050,2.94780918,GCAM-China-ref
HB,cement,2050,2.4385458,GCAM-China-ref
HE,cement,2050,7.7483401,GCAM-China-ref
HI,cement,2050,0.11241158,GCAM-China-ref
HL,cement,2050,1.0313094,GCAM-China-ref
HN,cement,2050,2.26268412,GCAM-China-ref
JL,cement,2050,1.16855056,GCAM-China-ref
JS,cement,2050,3.8635567,GCAM-China-ref
JX,cement,2050,2.231892004,GCAM-China-ref
LN,cement,2050,2.90928816,GCAM-China-ref
NM,cement,2050,3.5072565,GCAM-China-ref
NX,cement,2050,0.873495071,GCAM-China-ref
QH,cement,2050,0.35133727,GCAM-China-ref
SC,cement,2050,2.67839563,GCAM-China-ref
SD,cement,2050,6.2792699,GCAM-China-ref
SH,cement,2050,1.393007759,GCAM-China-ref
SN,cement,2050,1.62199162,GCAM-China-ref
SX,cement,2050,3.68779182,GCAM-China-ref
TJ,cement,2050,1.465282562,GCAM-China-ref
XJ,cement,2050,1.719226861,GCAM-China-ref
XZ,cement,2050,0.072550858,GCAM-China-ref
YN,cement,2050,2.599815112,GCAM-China-ref
ZJ,cement,2050,2.535847729,GCAM-China-ref
AH,chemical energy use,2050,0.876759783,GCAM-China-ref
BJ,chemical energy use,2050,0.221645445,GCAM-China-ref
CQ,chemical energy use,2050,0.959307013,GCAM-China-ref
FJ,chemical energy use,2050,0.677630884,GCAM-China-ref
GD,chemical energy use,2050,0.854078169,GCAM-China-ref
GS,chemical energy use,2050,1.177012542,GCAM-China-ref
GX,chemical energy use,2050,0.422823752,GCAM-China-ref
GZ,chemical energy use,2050,0.582198723,GCAM-China-ref
HA,chemical energy use,2050,2.06637214,GCAM-China-ref
HB,chemical energy use,2050,1.11269395,GCAM-China-ref
HE,chemical energy use,2050,2.284103398,GCAM-China-ref
HI,chemical energy use,2050,0.265587076,GCAM-China-ref
HL,chemical energy use,2050,0.843444361,GCAM-China-ref
HN,chemical energy use,2050,0.519667255,GCAM-China-ref
JL,chemical energy use,2050,0.483396861,GCAM-China-ref
JS,chemical energy use,2050,1.973799862,GCAM-China-ref
JX,chemical energy use,2050,0.754853685,GCAM-China-ref
LN,chemical energy use,2050,2.012224466,GCAM-China-ref
NM,chemical energy use,2050,3.909948989,GCAM-China-ref
NX,chemical energy use,2050,1.071220825,GCAM-China-ref
QH,chemical energy use,2050,0.217210189,GCAM-China-ref
SC,chemical energy use,2050,1.689879246,GCAM-China-ref
SD,chemical energy use,2050,3.907251063,GCAM-China-ref
SH,chemical energy use,2050,1.522851525,GCAM-China-ref
SN,chemical energy use,2050,1.367136629,GCAM-China-ref
SX,chemical energy use,2050,0.860550925,GCAM-China-ref
TJ,chemical energy use,2050,0.544410818,GCAM-China-ref
XJ,chemical energy use,2050,3.648545374,GCAM-China-ref
YN,chemical energy use,2050,1.518369664,GCAM-China-ref
ZJ,chemical energy use,2050,0.662389372,GCAM-China-ref
China,coal,2050,31.629401,GCAM-China-ref
AH,coal to liquids,2050,0,GCAM-China-ref
GD,coal to liquids,2050,0.263405412,GCAM-China-ref
HE,coal to liquids,2050,0.001867438,GCAM-China-ref
HL,coal to liquids,2050,0,GCAM-China-ref
NM,coal to liquids,2050,2.1267845,GCAM-China-ref
NX,coal to liquids,2050,0.41998348,GCAM-China-ref
SD,coal to liquids,2050,0.02491539,GCAM-China-ref
SN,coal to liquids,2050,0.61680689,GCAM-China-ref
XJ,coal to liquids,2050,0,GCAM-China-ref
YN,coal to liquids,2050,0.194255719,GCAM-China-ref
AH,coke,2050,0.752831396,GCAM-China-ref
BJ,coke,2050,0,GCAM-China-ref
CQ,coke,2050,0.177114246,GCAM-China-ref
FJ,coke,2050,0.53654514,GCAM-China-ref
GD,coke,2050,0.85937341,GCAM-China-ref
GS,coke,2050,0.411145969,GCAM-China-ref
GX,coke,2050,2.0750917,GCAM-China-ref
GZ,coke,2050,1.8888002,GCAM-China-ref
HA,coke,2050,1.50389965,GCAM-China-ref
HB,coke,2050,0.74618742,GCAM-China-ref
HE,coke,2050,4.21662507,GCAM-China-ref
HL,coke,2050,0.538346555,GCAM-China-ref
HN,coke,2050,0.525014096,GCAM-China-ref
JL,coke,2050,0.289203561,GCAM-China-ref
